"","pgID","interpChr","interpOrd","og","repGene","genome","chr","start","end","hap1","salicifolius","hap2","region"
"2703",15877,"A1",11792,3913,"NChap1_final_00011792","hap1","A1",2256793,2262041,"NChap1_final_00011792","R_salicifolius_00013276","NChap2_final_00000099","A1"
"2704",15879,"A1",11794,3901,"NChap1_final_00011794","hap1","A1",2289739,2293615,"NChap1_final_00011794","R_salicifolius_00013275","NChap2_final_00000101","A1"
"2705",15882,"A1",11796,3906,"NChap1_final_00011796","hap1","A1",2297461,2299739,"NChap1_final_00011796","R_salicifolius_00013318","NChap2_final_00000102","A1"
"2706",15883,"A1",11797,3902,"NChap1_final_00011797","hap1","A1",2300406,2304876,"NChap1_final_00011797","R_salicifolius_00013273","NChap2_final_00000103","A1"
"2707",15886,"A1",11799,3904,"NChap1_final_00011799","hap1","A1",2318681,2321545,"NChap1_final_00011799","R_salicifolius_00013337","NChap2_final_00000105","A1"
"2708",15887,"A1",11800,3905,"NChap1_final_00011800","hap1","A1",2335045,2342539,"NChap1_final_00011800","R_salicifolius_00013336","NChap2_final_00000106","A1"
"2709",15905,"A1",11807,3919,"NChap1_final_00011807","hap1","A1",2397209,2417821,"NChap1_final_00011807","R_salicifolius_00013323","NChap2_final_00000109","A1"
"2710",15906,"A1",11808,3922,"NChap1_final_00011808","hap1","A1",2418705,2420741,"NChap1_final_00011808","R_salicifolius_00013322","NChap2_final_00000110","A1"
"2711",15914,"A1",11820,3915,"NChap1_final_00011820","hap1","A1",2568075,2575418,"NChap1_final_00011820","R_salicifolius_00013321","NChap2_final_00000119","A1"
"2712",15916,"A1",11822,3923,"NChap1_final_00011822","hap1","A1",2586482,2588622,"NChap1_final_00011822","R_salicifolius_00013339","NChap2_final_00000120","A1"
"2713",15926,"A1",11832,3927,"NChap1_final_00011832","hap1","A1",2656799,2660941,"NChap1_final_00011832","R_salicifolius_00013343","NChap2_final_00000125","A1"
"2714",15943,"A1",11848,3942,"NChap1_final_00011848","hap1","A1",2789257,2792631,"NChap1_final_00011848","R_salicifolius_00013578","NChap2_final_00000136","A1"
"2715",15944,"A1",11849,3947,"NChap1_final_00011849","hap1","A1",2794079,2798290,"NChap1_final_00011849","R_salicifolius_00013577","NChap2_final_00000137","A1"
"2716",15945,"A1",11850,3943,"NChap1_final_00011850","hap1","A1",2819947,2825208,"NChap1_final_00011850","R_salicifolius_00013576","NChap2_final_00000138","A1"
"2717",15946,"A1",11851,3948,"NChap1_final_00011851","hap1","A1",2826478,2832055,"NChap1_final_00011851","R_salicifolius_00013575","NChap2_final_00000139","A1"
"2718",15947,"A1",11852,3949,"NChap1_final_00011852","hap1","A1",2834723,2837304,"NChap1_final_00011852","R_salicifolius_00013574","NChap2_final_00000140","A1"
"2719",15950,"A1",11853,3950,"NChap1_final_00011853","hap1","A1",2839832,2844959,"NChap1_final_00011853","R_salicifolius_00013571","NChap2_final_00000141","A1"
"2720",15951,"A1",11854,3944,"NChap1_final_00011854","hap1","A1",2852790,2863414,"NChap1_final_00011854","R_salicifolius_00013570","NChap2_final_00000142","A1"
"2721",15953,"A1",11855,3945,"NChap1_final_00011855","hap1","A1",2863433,2868218,"NChap1_final_00011855","R_salicifolius_00013568","NChap2_final_00000143","A1"
"2722",15956,"A1",11856,3946,"NChap1_final_00011856","hap1","A1",2876958,2879852,"NChap1_final_00011856","R_salicifolius_00013565","NChap2_final_00000144","A1"
"2723",15975,"A1",11869,3938,"NChap1_final_00011869","hap1","A1",3052534,3060847,"NChap1_final_00011869","R_salicifolius_00013562","NChap2_final_00000158","A1"
"2724",15979,"A1",11872,3953,"NChap1_final_00011872","hap1","A1",3081491,3085622,"NChap1_final_00011872","R_salicifolius_00013560","NChap2_final_00000160","A1"
"2725",15980,"A1",11873,3954,"NChap1_final_00011873","hap1","A1",3111915,3117944,"NChap1_final_00011873","R_salicifolius_00013559","NChap2_final_00000161","A1"
"2726",15985,"A1",11877,3952,"NChap1_final_00011877","hap1","A1",3152430,3154068,"NChap1_final_00011877","R_salicifolius_00013557","NChap2_final_00000164","A1"
"2727",15986,"A1",11878,3956,"NChap1_final_00011878","hap1","A1",3154378,3157561,"NChap1_final_00011878","R_salicifolius_00013556","NChap2_final_00000165","A1"
"2728",15990,"A1",11880,3960,"NChap1_final_00011880","hap1","A1",3191986,3193980,"NChap1_final_00011880","R_salicifolius_00013553","NChap2_final_00000168","A1"
"2729",15994,"A1",11883,3959,"NChap1_final_00011883","hap1","A1",3218849,3223647,"NChap1_final_00011883","R_salicifolius_00013549","NChap2_final_00000170","A1"
"2730",16001,"A1",11891,3966,"NChap1_final_00011891","hap1","A1",3322338,3330536,"NChap1_final_00011891","R_salicifolius_00013386","NChap2_final_00000175","A1"
"2731",16003,"A1",11895,3967,"NChap1_final_00011895","hap1","A1",3391172,3393490,"NChap1_final_00011895","R_salicifolius_00004280","NChap2_final_00000177","A1"
"2732",16004,"A1",11896,3968,"NChap1_final_00011896","hap1","A1",3394151,3396234,"NChap1_final_00011896","R_salicifolius_00004281","NChap2_final_00000178","A1"
"2733",16032,"A1",11921,3977,"NChap1_final_00011921","hap1","A1",3676768,3678677,"NChap1_final_00011921","R_salicifolius_00004285","NChap2_final_00000194","A1"
"2734",16048,"A1",11929,3986,"NChap1_final_00011929","hap1","A1",3794854,3797803,"NChap1_final_00011929","R_salicifolius_00004294","NChap2_final_00000201","A1"
"2735",16055,"A1",11932,3983,"NChap1_final_00011932","hap1","A1",3840610,3845079,"NChap1_final_00011932","R_salicifolius_00004301","NChap2_final_00000203","A1"
"2736",16061,"A1",11935,3985,"NChap1_final_00011935","hap1","A1",3884831,3888453,"NChap1_final_00011935","R_salicifolius_00004304","NChap2_final_00000206","A1"
"2737",16066,"A1",11939,3989,"NChap1_final_00011939","hap1","A1",3945700,3951669,"NChap1_final_00011939","R_salicifolius_00004306","NChap2_final_00000209","A1"
"2738",16067,"A1",11940,3991,"NChap1_final_00011940","hap1","A1",3951965,3957495,"NChap1_final_00011940","R_salicifolius_00004307","NChap2_final_00000210","A1"
"2739",16069,"A1",11942,3990,"NChap1_final_00011942","hap1","A1",3967601,3975026,"NChap1_final_00011942","R_salicifolius_00004308","NChap2_final_00000212","A1"
"2740",16070,"A1",11943,3992,"NChap1_final_00011943","hap1","A1",3975836,3979221,"NChap1_final_00011943","R_salicifolius_00004309","NChap2_final_00000213","A1"
"2741",16076,"A1",11951,3995,"NChap1_final_00011951","hap1","A1",4061722,4063879,"NChap1_final_00011951","R_salicifolius_00004312","NChap2_final_00000218","A1"
"2742",16077,"A1",11952,3996,"NChap1_final_00011952","hap1","A1",4067406,4070719,"NChap1_final_00011952","R_salicifolius_00004313","NChap2_final_00000219","A1"
"2743",16078,"A1",11953,3998,"NChap1_final_00011953","hap1","A1",4083745,4084585,"NChap1_final_00011953","R_salicifolius_00004314","NChap2_final_00000220","A1"
"2744",16079,"A1",11954,4001,"NChap1_final_00011954","hap1","A1",4090538,4098786,"NChap1_final_00011954","R_salicifolius_00004315","NChap2_final_00000221","A1"
"2745",16080,"A1",11955,4002,"NChap1_final_00011955","hap1","A1",4099652,4101399,"NChap1_final_00011955","R_salicifolius_00004316","NChap2_final_00000222","A1"
"2746",16081,"A1",11956,4003,"NChap1_final_00011956","hap1","A1",4103103,4111865,"NChap1_final_00011956","R_salicifolius_00004317","NChap2_final_00000223","A1"
"2747",16083,"A1",11957,4004,"NChap1_final_00011957","hap1","A1",4156047,4157958,"NChap1_final_00011957","R_salicifolius_00004319","NChap2_final_00000224","A1"
"2748",16091,"A1",11962,4007,"NChap1_final_00011962","hap1","A1",4248533,4253437,"NChap1_final_00011962","R_salicifolius_00004325","NChap2_final_00000230","A1"
"2749",16092,"A1",11963,4006,"NChap1_final_00011963","hap1","A1",4259395,4262709,"NChap1_final_00011963","R_salicifolius_00004326","NChap2_final_00000231","A1"
"2750",16093,"A1",11964,4008,"NChap1_final_00011964","hap1","A1",4261915,4264043,"NChap1_final_00011964","R_salicifolius_00004327","NChap2_final_00000232","A1"
"2751",16099,"A1",11972,4017,"NChap1_final_00011972","hap1","A1",4402628,4415593,"NChap1_final_00011972","R_salicifolius_00004329","NChap2_final_00000237","A1"
"2752",16101,"A1",11973,4018,"NChap1_final_00011973","hap1","A1",4416651,4417746,"NChap1_final_00011973","R_salicifolius_00004332","NChap2_final_00000238","A1"
"2753",16107,"A1",11982,4012,"NChap1_final_00011982","hap1","A1",4503142,4506321,"NChap1_final_00011982","R_salicifolius_00004334","NChap2_final_00000242","A1"
"2754",16108,"A1",11983,4014,"NChap1_final_00011983","hap1","A1",4536411,4539703,"NChap1_final_00011983","R_salicifolius_00004335","NChap2_final_00000243","A1"
"2755",16109,"A1",11984,4013,"NChap1_final_00011984","hap1","A1",4553782,4556553,"NChap1_final_00011984","R_salicifolius_00004336","NChap2_final_00000244","A1"
"2756",16113,"A1",11985,4021,"NChap1_final_00011985","hap1","A1",4577993,4596699,"NChap1_final_00011985","R_salicifolius_00004340","NChap2_final_00000246","A1"
"2757",16114,"A1",11986,4024,"NChap1_final_00011986","hap1","A1",4597316,4602170,"NChap1_final_00011986","R_salicifolius_00004341","NChap2_final_00000247","A1"
"2758",16116,"A1",11987,4025,"NChap1_final_00011987","hap1","A1",4612918,4615819,"NChap1_final_00011987","R_salicifolius_00004343","NChap2_final_00000248","A1"
"2759",16117,"A1",11988,4022,"NChap1_final_00011988","hap1","A1",4648359,4657857,"NChap1_final_00011988","R_salicifolius_00004344","NChap2_final_00000249","A1"
"2760",16125,"A1",11993,4026,"NChap1_final_00011993","hap1","A1",4745461,4748580,"NChap1_final_00011993","R_salicifolius_00004347","NChap2_final_00000251","A1"
"2761",16126,"A1",11994,4027,"NChap1_final_00011994","hap1","A1",4782407,4783825,"NChap1_final_00011994","R_salicifolius_00004348","NChap2_final_00000254","A1"
"2762",16144,"A1",12021,4034,"NChap1_final_00012021","hap1","A1",5265528,5267375,"NChap1_final_00012021","R_salicifolius_00004350","NChap2_final_00000262","A1"
"2763",16146,"A1",12023,4035,"NChap1_final_00012023","hap1","A1",5296320,5298382,"NChap1_final_00012023","R_salicifolius_00004351","NChap2_final_00000263","A1"
"2764",16149,"A1",12026,4036,"NChap1_final_00012026","hap1","A1",5307228,5308978,"NChap1_final_00012026","R_salicifolius_00004352","NChap2_final_00000266","A1"
"2765",16161,"A1",12036,4043,"NChap1_final_00012036","hap1","A1",5413790,5419670,"NChap1_final_00012036","R_salicifolius_00004358","NChap2_final_00000272","A1"
"2766",16164,"A1",12038,4045,"NChap1_final_00012038","hap1","A1",5443132,5447524,"NChap1_final_00012038","R_salicifolius_00004360","NChap2_final_00000274","A1"
"2767",16166,"A1",12040,4046,"NChap1_final_00012040","hap1","A1",5460919,5462126,"NChap1_final_00012040","R_salicifolius_00004361","NChap2_final_00000275","A1"
"2768",16171,"A1",12044,4042,"NChap1_final_00012044","hap1","A1",5524301,5527963,"NChap1_final_00012044","R_salicifolius_00004363","NChap2_final_00000277","A1"
"2769",16175,"A1",12046,4055,"NChap1_final_00012046","hap1","A1",5587052,5590564,"NChap1_final_00012046","R_salicifolius_00004365","NChap2_final_00000282","A1"
"2770",16177,"A1",12047,4056,"NChap1_final_00012047","hap1","A1",5591344,5601591,"NChap1_final_00012047","R_salicifolius_00004366","NChap2_final_00000285","A1"
"2771",16193,"A1",12055,4047,"NChap1_final_00012055","hap1","A1",5776548,5781572,"NChap1_final_00012055","R_salicifolius_00004370","NChap2_final_00000296","A1"
"2772",16207,"A1",12067,4058,"NChap1_final_00012067","hap1","A1",5934330,5937778,"NChap1_final_00012067","R_salicifolius_00004372","NChap2_final_00000301","A1"
"2773",16210,"A1",12069,4060,"NChap1_final_00012069","hap1","A1",5951324,5953125,"NChap1_final_00012069","R_salicifolius_00004374","NChap2_final_00000303","A1"
"2774",16216,"A1",12073,4062,"NChap1_final_00012073","hap1","A1",6043117,6043746,"NChap1_final_00012073","R_salicifolius_00004375","NChap2_final_00000308","A1"
"2775",16220,"A1",12078,4065,"NChap1_final_00012078","hap1","A1",6159890,6163086,"NChap1_final_00012078","R_salicifolius_00004376","NChap2_final_00000310","A1"
"2776",16221,"A1",12079,4066,"NChap1_final_00012079","hap1","A1",6163629,6167958,"NChap1_final_00012079","R_salicifolius_00004378","NChap2_final_00000311","A1"
"2777",16223,"A1",12081,4068,"NChap1_final_00012081","hap1","A1",6178922,6181329,"NChap1_final_00012081","R_salicifolius_00004379","NChap2_final_00000312","A1"
"2778",16228,"A1",12085,4070,"NChap1_final_00012085","hap1","A1",6213459,6215291,"NChap1_final_00012085","R_salicifolius_00004380","NChap2_final_00000315","A1"
"2779",16231,"A1",12087,4069,"NChap1_final_00012087","hap1","A1",6262858,6270764,"NChap1_final_00012087","R_salicifolius_00004382","NChap2_final_00000317","A1"
"2780",16234,"A1",12089,4074,"NChap1_final_00012089","hap1","A1",6311673,6313931,"NChap1_final_00012089","R_salicifolius_00004384","NChap2_final_00000319","A1"
"2781",16244,"A1",12095,4077,"NChap1_final_00012095","hap1","A1",6372257,6373873,"NChap1_final_00012095","R_salicifolius_00004386","NChap2_final_00000326","A1"
"2782",16245,"A1",12096,4082,"NChap1_final_00012096","hap1","A1",6374867,6396010,"NChap1_final_00012096","R_salicifolius_00004387","NChap2_final_00000327","A1"
"2783",16249,"A1",12099,4080,"NChap1_final_00012099","hap1","A1",6446934,6449138,"NChap1_final_00012099","R_salicifolius_00004389","NChap2_final_00000329","A1"
"2784",16260,"A1",12108,4089,"NChap1_final_00012108","hap1","A1",6645222,6648672,"NChap1_final_00012108","R_salicifolius_00013426","NChap2_final_00000336","A1"
"2785",16261,"A1",12109,4086,"NChap1_final_00012109","hap1","A1",6650633,6669212,"NChap1_final_00012109","R_salicifolius_00013427","NChap2_final_00000337","A1"
"2786",16308,"A1",12141,4106,"NChap1_final_00012141","hap1","A1",7256637,7258655,"NChap1_final_00012141","R_salicifolius_00013445","NChap2_final_00000361","A1"
"2787",16309,"A1",12142,4105,"NChap1_final_00012142","hap1","A1",7258885,7263156,"NChap1_final_00012142","R_salicifolius_00013446","NChap2_final_00000362","A1"
"2788",16319,"A1",12153,4117,"NChap1_final_00012153","hap1","A1",7429953,7432356,"NChap1_final_00012153","R_salicifolius_00013458","NChap2_final_00000372","A1"
"2789",16331,"A1",12165,4134,"NChap1_final_00012165","hap1","A1",7590775,7595303,"NChap1_final_00012165","R_salicifolius_00013479","NChap2_final_00000381","A1"
"2790",16333,"A1",12166,4132,"NChap1_final_00012166","hap1","A1",7611876,7615073,"NChap1_final_00012166","R_salicifolius_00013459","NChap2_final_00000383","A1"
"2791",16338,"A1",12171,4138,"NChap1_final_00012171","hap1","A1",7650165,7655201,"NChap1_final_00012171","R_salicifolius_00013451","NChap2_final_00000387","A1"
"2792",16342,"A1",12176,4124,"NChap1_final_00012176","hap1","A1",7706685,7710449,"NChap1_final_00012176","R_salicifolius_00013452","NChap2_final_00000390","A1"
"2793",16345,"A1",12180,4129,"NChap1_final_00012180","hap1","A1",7738421,7742102,"NChap1_final_00012180","R_salicifolius_00013460","NChap2_final_00000393","A1"
"2794",16359,"A1",12190,4144,"NChap1_final_00012190","hap1","A1",7860257,7863401,"NChap1_final_00012190","R_salicifolius_00004278","NChap2_final_00000404","A1"
"2795",16365,"A1",12197,4140,"NChap1_final_00012197","hap1","A1",7951116,7955321,"NChap1_final_00012197","R_salicifolius_00004276","NChap2_final_00000407","A1"
"2796",16371,"A1",12201,4147,"NChap1_final_00012201","hap1","A1",8056622,8059788,"NChap1_final_00012201","R_salicifolius_00004272","NChap2_final_00000412","A1"
"2797",16373,"A1",12203,4150,"NChap1_final_00012203","hap1","A1",8130363,8145446,"NChap1_final_00012203","R_salicifolius_00004271","NChap2_final_00000414","A1"
"2798",16374,"A1",12204,4149,"NChap1_final_00012204","hap1","A1",8146657,8148659,"NChap1_final_00012204","R_salicifolius_00004270","NChap2_final_00000415","A1"
"2799",16375,"A1",12205,4151,"NChap1_final_00012205","hap1","A1",8148839,8150982,"NChap1_final_00012205","R_salicifolius_00004269","NChap2_final_00000416","A1"
"2800",16383,"A1",12209,4152,"NChap1_final_00012209","hap1","A1",8239759,8244866,"NChap1_final_00012209","R_salicifolius_00004263","NChap2_final_00000418","A1"
"2801",16384,"A1",12210,4153,"NChap1_final_00012210","hap1","A1",8245746,8249312,"NChap1_final_00012210","R_salicifolius_00004262","NChap2_final_00000419","A1"
"2802",16387,"A1",12213,4155,"NChap1_final_00012213","hap1","A1",8275437,8280106,"NChap1_final_00012213","R_salicifolius_00004260","NChap2_final_00000421","A1"
"2803",16389,"A1",12215,4156,"NChap1_final_00012215","hap1","A1",8303204,8305897,"NChap1_final_00012215","R_salicifolius_00004258","NChap2_final_00000422","A1"
"2804",16395,"A1",12219,4159,"NChap1_final_00012219","hap1","A1",8399026,8401967,"NChap1_final_00012219","R_salicifolius_00004256","NChap2_final_00000426","A1"
"2805",16397,"A1",12220,4157,"NChap1_final_00012220","hap1","A1",8429607,8432718,"NChap1_final_00012220","R_salicifolius_00004254","NChap2_final_00000428","A1"
"2806",16398,"A1",12221,4160,"NChap1_final_00012221","hap1","A1",8432553,8434768,"NChap1_final_00012221","R_salicifolius_00004253","NChap2_final_00000429","A1"
"2807",16401,"A1",12224,4158,"NChap1_final_00012224","hap1","A1",8487001,8489133,"NChap1_final_00012224","R_salicifolius_00004252","NChap2_final_00000431","A1"
"2808",16405,"A1",12225,4162,"NChap1_final_00012225","hap1","A1",8500454,8501866,"NChap1_final_00012225","R_salicifolius_00004248","NChap2_final_00000432","A1"
"2809",16406,"A1",12226,4165,"NChap1_final_00012226","hap1","A1",8502023,8502908,"NChap1_final_00012226","R_salicifolius_00004247","NChap2_final_00000433","A1"
"2810",16407,"A1",12227,4166,"NChap1_final_00012227","hap1","A1",8504382,8507990,"NChap1_final_00012227","R_salicifolius_00004246","NChap2_final_00000434","A1"
"2811",16408,"A1",12228,4163,"NChap1_final_00012228","hap1","A1",8521331,8525076,"NChap1_final_00012228","R_salicifolius_00004245","NChap2_final_00000435","A1"
"2812",16413,"A1",12233,4167,"NChap1_final_00012233","hap1","A1",8585811,8589516,"NChap1_final_00012233","R_salicifolius_00004244","NChap2_final_00000437","A1"
"2813",16414,"A1",12234,4172,"NChap1_final_00012234","hap1","A1",8600369,8608864,"NChap1_final_00012234","R_salicifolius_00004243","NChap2_final_00000438","A1"
"2814",16416,"A1",12236,4170,"NChap1_final_00012236","hap1","A1",8622562,8628460,"NChap1_final_00012236","R_salicifolius_00004242","NChap2_final_00000440","A1"
"2815",16417,"A1",12237,4174,"NChap1_final_00012237","hap1","A1",8627667,8631085,"NChap1_final_00012237","R_salicifolius_00004241","NChap2_final_00000441","A1"
"2816",16421,"A1",12239,4175,"NChap1_final_00012239","hap1","A1",8637600,8638119,"NChap1_final_00012239","R_salicifolius_00004239","NChap2_final_00000443","A1"
"2817",16424,"A1",12240,4176,"NChap1_final_00012240","hap1","A1",8659544,8663355,"NChap1_final_00012240","R_salicifolius_00004234","NChap2_final_00000444","A1"
"2818",16425,"A1",12241,4171,"NChap1_final_00012241","hap1","A1",8684012,8687603,"NChap1_final_00012241","R_salicifolius_00004233","NChap2_final_00000445","A1"
"2819",16426,"A1",12242,4177,"NChap1_final_00012242","hap1","A1",8691939,8697572,"NChap1_final_00012242","R_salicifolius_00004232","NChap2_final_00000446","A1"
"2820",16427,"A1",12243,4181,"NChap1_final_00012243","hap1","A1",8705067,8705708,"NChap1_final_00012243","R_salicifolius_00004231","NChap2_final_00000449","A1"
"2821",16428,"A1",12245,4178,"NChap1_final_00012245","hap1","A1",8742321,8747701,"NChap1_final_00012245","R_salicifolius_00004230","NChap2_final_00000450","A1"
"2822",16431,"A1",12247,4179,"NChap1_final_00012247","hap1","A1",8763810,8767153,"NChap1_final_00012247","R_salicifolius_00004228","NChap2_final_00000452","A1"
"2823",16432,"A1",12248,4180,"NChap1_final_00012248","hap1","A1",8778478,8782870,"NChap1_final_00012248","R_salicifolius_00004227","NChap2_final_00000453","A1"
"2824",16434,"A1",12250,4186,"NChap1_final_00012250","hap1","A1",8808907,8815330,"NChap1_final_00012250","R_salicifolius_00004225","NChap2_final_00000455","A1"
"2825",16438,"A1",12253,4187,"NChap1_final_00012253","hap1","A1",8821957,8827830,"NChap1_final_00012253","R_salicifolius_00004224","NChap2_final_00000457","A1"
"2826",16442,"A1",12256,4188,"NChap1_final_00012256","hap1","A1",8837659,8839138,"NChap1_final_00012256","R_salicifolius_00004222","NChap2_final_00000459","A1"
"2827",16443,"A1",12257,4189,"NChap1_final_00012257","hap1","A1",8845516,8848507,"NChap1_final_00012257","R_salicifolius_00004221","NChap2_final_00000460","A1"
"2828",16456,"A1",12268,4183,"NChap1_final_00012268","hap1","A1",8966788,8969169,"NChap1_final_00012268","R_salicifolius_00004218","NChap2_final_00000464","A1"
"2829",16457,"A1",12269,4193,"NChap1_final_00012269","hap1","A1",8984312,8992090,"NChap1_final_00012269","R_salicifolius_00004217","NChap2_final_00000465","A1"
"2830",16458,"A1",12270,4194,"NChap1_final_00012270","hap1","A1",8994457,8998907,"NChap1_final_00012270","R_salicifolius_00004216","NChap2_final_00000466","A1"
"2831",16465,"A1",12272,4195,"NChap1_final_00012272","hap1","A1",9024456,9027280,"NChap1_final_00012272","R_salicifolius_00004210","NChap2_final_00000467","A1"
"2832",16476,"A1",12278,4200,"NChap1_final_00012278","hap1","A1",9135765,9137774,"NChap1_final_00012278","R_salicifolius_00004206","NChap2_final_00000472","A1"
"2833",16483,"A1",12283,4204,"NChap1_final_00012283","hap1","A1",9290509,9293962,"NChap1_final_00012283","R_salicifolius_00004204","NChap2_final_00000479","A1"
"2834",16484,"A1",12284,4208,"NChap1_final_00012284","hap1","A1",9293609,9295665,"NChap1_final_00012284","R_salicifolius_00004203","NChap2_final_00000480","A1"
"2835",16485,"A1",12285,4209,"NChap1_final_00012285","hap1","A1",9298892,9301964,"NChap1_final_00012285","R_salicifolius_00004202","NChap2_final_00000481","A1"
"2836",16489,"A1",12290,4206,"NChap1_final_00012290","hap1","A1",9355764,9358634,"NChap1_final_00012290","R_salicifolius_00004200","NChap2_final_00000483","A1"
"2837",16502,"A1",12298,4210,"NChap1_final_00012298","hap1","A1",9478444,9491387,"NChap1_final_00012298","R_salicifolius_00004193","NChap2_final_00000489","A1"
"2838",16503,"A1",12301,4211,"NChap1_final_00012301","hap1","A1",9553781,9559174,"NChap1_final_00012301","R_salicifolius_00004192","NChap2_final_00000490","A1"
"2839",16507,"A1",12304,4218,"NChap1_final_00012304","hap1","A1",9602801,9605359,"NChap1_final_00012304","R_salicifolius_00004190","NChap2_final_00000492","A1"
"2840",16509,"A1",12305,4219,"NChap1_final_00012305","hap1","A1",9636343,9639906,"NChap1_final_00012305","R_salicifolius_00004188","NChap2_final_00000493","A1"
"2841",16514,"A1",12308,4220,"NChap1_final_00012308","hap1","A1",9683775,9686192,"NChap1_final_00012308","R_salicifolius_00004185","NChap2_final_00000494","A1"
"2842",16515,"A1",12309,4215,"NChap1_final_00012309","hap1","A1",9690192,9693817,"NChap1_final_00012309","R_salicifolius_00004184","NChap2_final_00000495","A1"
"2843",16520,"A1",12310,4213,"NChap1_final_00012310","hap1","A1",9705358,9706518,"NChap1_final_00012310","R_salicifolius_00004181","NChap2_final_00000498","A1"
"2844",16521,"A1",12311,4216,"NChap1_final_00012311","hap1","A1",9723563,9727159,"NChap1_final_00012311","R_salicifolius_00004180","NChap2_final_00000499","A1"
"2845",16523,"A1",12312,4217,"NChap1_final_00012312","hap1","A1",9743439,9747098,"NChap1_final_00012312","R_salicifolius_00004179","NChap2_final_00000501","A1"
"2846",16524,"A1",12313,4214,"NChap1_final_00012313","hap1","A1",9758154,9764880,"NChap1_final_00012313","R_salicifolius_00004177","NChap2_final_00000502","A1"
"2847",16527,"A1",12316,4224,"NChap1_final_00012316","hap1","A1",9789472,9790766,"NChap1_final_00012316","R_salicifolius_00004176","NChap2_final_00000504","A1"
"2848",16535,"A1",12319,4223,"NChap1_final_00012319","hap1","A1",9830901,9835284,"NChap1_final_00012319","R_salicifolius_00004170","NChap2_final_00000506","A1"
"2849",16537,"A1",12321,4226,"NChap1_final_00012321","hap1","A1",9837802,9841327,"NChap1_final_00012321","R_salicifolius_00004169","NChap2_final_00000507","A1"
"2850",16539,"A1",12323,4221,"NChap1_final_00012323","hap1","A1",9951996,9954053,"NChap1_final_00012323","R_salicifolius_00004168","NChap2_final_00000508","A1"
"2851",16540,"A1",12324,4227,"NChap1_final_00012324","hap1","A1",9995904,10000069,"NChap1_final_00012324","R_salicifolius_00004167","NChap2_final_00000509","A1"
"2852",16541,"A1",12325,4228,"NChap1_final_00012325","hap1","A1",10004058,10006205,"NChap1_final_00012325","R_salicifolius_00004166","NChap2_final_00000510","A1"
"2853",16557,"A1",12337,4235,"NChap1_final_00012337","hap1","A1",10103416,10105844,"NChap1_final_00012337","R_salicifolius_00004164","NChap2_final_00000521","A1"
"2854",16560,"A1",12339,4237,"NChap1_final_00012339","hap1","A1",10117138,10124830,"NChap1_final_00012339","R_salicifolius_00004163","NChap2_final_00000524","A1"
"2855",16563,"A1",12342,4239,"NChap1_final_00012342","hap1","A1",10183301,10186624,"NChap1_final_00012342","R_salicifolius_00004162","NChap2_final_00000527","A1"
"2856",16568,"A1",12347,4248,"NChap1_final_00012347","hap1","A1",10230090,10241674,"NChap1_final_00012347","R_salicifolius_00004161","NChap2_final_00000532","A1"
"2857",16569,"A1",12348,4250,"NChap1_final_00012348","hap1","A1",10241753,10245656,"NChap1_final_00012348","R_salicifolius_00004160","NChap2_final_00000533","A1"
"2858",16570,"A1",12349,4251,"NChap1_final_00012349","hap1","A1",10274768,10277745,"NChap1_final_00012349","R_salicifolius_00004159","NChap2_final_00000534","A1"
"2859",16578,"A1",12358,4259,"NChap1_final_00012358","hap1","A1",10496163,10499669,"NChap1_final_00012358","R_salicifolius_00004156","NChap2_final_00000539","A1"
"2860",16580,"A1",12359,4260,"NChap1_final_00012359","hap1","A1",10512478,10519291,"NChap1_final_00012359","R_salicifolius_00004154","NChap2_final_00000540","A1"
"2861",16583,"A1",12361,4255,"NChap1_final_00012361","hap1","A1",10540321,10556024,"NChap1_final_00012361","R_salicifolius_00004152","NChap2_final_00000542","A1"
"2862",16584,"A1",12362,4256,"NChap1_final_00012362","hap1","A1",10567445,10573918,"NChap1_final_00012362","R_salicifolius_00004151","NChap2_final_00000543","A1"
"2863",16585,"A1",12363,4262,"NChap1_final_00012363","hap1","A1",10573608,10577656,"NChap1_final_00012363","R_salicifolius_00004150","NChap2_final_00000544","A1"
"2864",16587,"A1",12365,4258,"NChap1_final_00012365","hap1","A1",10586553,10588842,"NChap1_final_00012365","R_salicifolius_00004149","NChap2_final_00000546","A1"
"2865",16591,"A1",12366,4253,"NChap1_final_00012366","hap1","A1",10591854,10601820,"NChap1_final_00012366","R_salicifolius_00004145","NChap2_final_00000548","A1"
"2866",16601,"A1",12377,4269,"NChap1_final_00012377","hap1","A1",10951184,10952952,"NChap1_final_00012377","R_salicifolius_00004142","NChap2_final_00000551","A1"
"2867",16602,"A1",12379,4267,"NChap1_final_00012379","hap1","A1",10974572,10976489,"NChap1_final_00012379","R_salicifolius_00004141","NChap2_final_00000552","A1"
"2868",16603,"A1",12380,4271,"NChap1_final_00012380","hap1","A1",10977297,10980384,"NChap1_final_00012380","R_salicifolius_00004140","NChap2_final_00000553","A1"
"2869",16609,"A1",12384,4265,"NChap1_final_00012384","hap1","A1",11010672,11011402,"NChap1_final_00012384","R_salicifolius_00004137","NChap2_final_00000556","A1"
"2870",16613,"A1",12388,4266,"NChap1_final_00012388","hap1","A1",11063096,11065241,"NChap1_final_00012388","R_salicifolius_00004135","NChap2_final_00000557","A1"
